"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"Antigua and Barbuda","ATG","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,,,,,,,,,,,,,,,,,,"3.76299571813314","7.27510379395413","8.98433433882515","4.9059470356739","1.3295032982419","6.20640542080906","11.5510301085056","9.82836851914198","14.7066905422788","10.1748840553218","7.01649711793505","6.74753532517917","2.64614618772325","1.20918724903348","-0.776604931488464","3.06030313567082","3.64027605876542","-6.69896489057473","3.85852783101863","2.00058436001413","1.63025779184645","1.60897213227842","2.92475512461846","-4.74425933988522","1.53474756102491","5.43279834203408","3.86755755617132","5.02629444693099","12.3109748887044","8.42049624077023","-1.08591980387149","-13.2641195561636","-8.72483516247856","-4.00905747171224","1.78839488910154",
"Australia","AUS","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"0.465881975515885","-1.06382843312196","4.25771409312273","4.94455909735079","3.92866262429534","0.024404746314417","4.98313905927577","3.29010689757997","4.84440772668387","5.1038032866114","0.542440035748058","2.00561461245712","1.09303700697249","1.51303134271249","-0.00302973238895277","1.60365830529543","2.41295716193697","-0.279190301655035","3.01302314962395","1.80839790867573","1.77327559011553","1.53084036553122","-3.52845629985008","3.56685736550763","3.63822732536772","2.88660993162804","1.08243989988085","3.9340943932056","2.17567338915924","2.0641692637257","-1.61295959232555","-0.782984633365899","3.09723547479932","2.95291754211844","2.74101431095136","2.6362285356458","2.74468867375082","3.44040640674763","3.76208818132832","2.61525201975526","0.534731517352242","2.65249314652939","1.88584572645438","2.94699562217463","1.83397429807796","1.53378372338686","3.14167022113621","1.71007410843427","-0.425412956584296","0.511672773954956","1.02004516866421","1.65939499297276",
"Austria","AUT","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"4.96071718349165","2.02146966677641","3.47146615932405","5.41933601415174","2.81001278561557","4.90447900377771","2.24100975848387","3.9312418288781","5.90949592643402","5.17808452119928","4.64511163392241","5.59238140502983","4.3077883262772","3.76698259245951","-0.0975940561938984","4.76192432285434","5.03964782185795","-0.129830271482547","5.53644787084622","1.73137761698823","-0.398620334778471","1.93812117257379","3.13962806000259","0.0575735662563517","2.45056567842086","2.23640191517647","1.29304522714739","3.14974683368439","3.42010174563254","3.55354778499495","2.41398609488716","0.976092353142846","-0.298754106989236","2.00876163770241","2.5109128269869","2.32838699988831","2.19304354816656","3.67172302367382","3.33787465761411","3.41860233980726","0.472059091317462","1.19464528483964","0.375762193589949","1.95507095650515","1.70542106521769","3.15810143319304","3.30432001130627","0.996564233239567","-4.1478314276051","1.47202887534024","2.63355492955779","0.585668844144521",
"Azerbaijan","AZE","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2.22958327602805","-23.7638309401246","-24.2593995997331","-20.7781361063579","-12.8099674690957","0.282171840783434","4.78428220584949","8.96088714773155","6.4615827878864","10.1910301170389","9.05182217181182","9.77780333947223","10.3606757265518","9.23948955637147","25.1144384134608","33.0304877689444","23.6391331092028","8.47061341947037","7.16254393409048","3.61418767862847","-1.22947924390499","0.850985823250426",
"Burundi","BDI","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"-15.3748728330338","7.02338814328213","2.14533589124211","4.11882587307704","1.70229135043132","2.13041208192497","10.9630376743479","-2.76810942008107","-3.65615802734104","19.0738668818594","1.26813380307826","-7.45255312351674","5.82655932920848","-1.84732428728654","-0.757342176314751","5.99154131038372","9.11652937726066","-3.27556001480971","-0.891868657649511","-1.64455038072681","9.16707501502285","-3.76784107036914","0.766807665974653","-2.83107207127227","8.28731803878591","-0.12801469377591","1.968942474885","1.56781464848935","-1.78445570656326","0.609774298198133","2.36905495364061","-1.27207989113852","-8.13005054213221","-5.54093560862391","-9.36533288415993","-9.23591234354146","-2.75015709530351","3.4811900713934","-2.48610695382747","-2.77328678723003","-0.4076330078653","1.50280313689134","-4.30507978589156","1.39402911139396","-2.47122746188319","1.81809824557659","1.1907732978474","1.44307794171759","-0.0367468869434475","0.345397197071293","0.832184832435928","0.753883816202688",
"Belgium","BEL","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"4.63025713410769","4.7940345176653","3.57435354080013","5.94913935630466","2.62444466112093","2.46146245343748","3.29157574176955","3.78504436430822","6.32828364655917","5.85285799789628","3.56410672518561","4.84428632140148","5.78892917249851","3.87230234066547","-1.61173208039739","5.46414504348137","0.501959364159404","2.74600594861671","2.24911257518417","4.36441657424176","-0.276653795346675","0.622329242147515","0.319812290651271","2.46792141616756","1.62151891916447","1.78646995222802","2.21947797914126","4.39079502959639","3.09399895624787","2.83026811459108","1.45537174604853","1.1195657269417","-1.34799949155297","2.90931871309404","2.17055021622944","1.22643030677598","3.48442508179731","1.71154886861899","3.30296370463086","3.41850660024505","0.461499858294673","0.906306733112828","0.38569417843415","2.82831825615449","1.19295690230695","1.99162448826264","2.13047735535157","0.190546411192287","-3.57949525065048","1.39256084685991","0.367457271422779","-0.858635754076985",
"Benin","BEN","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"1.70324288040619","-4.86272683916127","3.07865746991223","4.8765054788532","3.45395221195905","1.68225119772725","-0.846988675567431","1.79043965056222","0.777738163840439","-0.0481861472512293","-3.62378335051426","4.06767518707314","1.34618926087889","0.922645504861094","-7.18080049695061","-1.60471678501109","2.32987808193224","-1.36039628449694","3.73173116079168","3.92369000762002","6.95720492943583","-0.603358405987279","-7.04327697348629","4.85531885989545","4.43792033583262","-0.772563965675559","-4.35321071751271","0.332269700296578","-5.88459468023882","5.38016036606388","0.580598860378316","-0.788678230788904","1.96489202476393","-1.58268570641211","2.52201499667568","1.10384298926679","2.65998401505145","1.02008671312454","2.30961823397904","1.70987201313679","2.90846699917651","1.04356966185242","0.481901794120574","-0.226646078143773","-0.397918498240429","0.541303207100171","1.45643230277479","1.90761979052073","-0.305339498682727","-0.348216049283963","0.672460629320909","2.55901901359053",
"Burkina Faso","BFA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"2.65612377084233","4.72210665492989","-2.59338609326308","0.857088093579804","2.2410828678761","-1.02110959954933","7.05833899861995","1.34434168842792","0.288812543878208","-1.59933154631685","-0.336991972701753","0.523655581463544","-1.33449259988751","6.32227920198692","1.0821208307347","6.46784848917574","-1.58876201620545","2.49538066282116","1.47625702615311","-1.43658592904816","1.83266495287739","6.91280867523922","-2.15074958405653","-4.26104198891336","5.7557014153806","5.19507672724025","-2.80254309968723","3.05799802166999","-0.510920525970974","-3.21118089627595","6.18891440800607","-2.43048991331209","0.695652030844258","-1.41084981179856","2.85298607231965","7.98923157344358","3.4017647563486","4.34463994239825","4.41388730778284","-1.01328990110913","3.56845565029047","2.14828497791737","4.71391679255655","1.4711931231972","5.52334842611046","3.67553996268748","0.601620567711848","2.73583735256008","-0.00396237348456907","4.84661608815911","1.24554633304237","6.44413841677711",
"Bangladesh","BGD","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"3.11005904718242","2.53566426415797","-3.23672458256451","7.76652621871466","-1.40865484481246","-0.611871972272979","-4.99303194095981","6.10841776490743","-1.61109458682608","3.08897180249699","-7.32300010465514","-15.3533043013348","1.81330018780363","7.84149557837139","-5.92239502750299","3.26149492804947","0.0542465273349251","4.14822029419115","1.88889660904618","-1.93867065096154","1.02742392808599","-0.323967845706193","1.29457488480624","2.42565031820459","0.504526765302131","1.48897768205367","0.994472814934056","-0.497703504585473","0.0209496868787369","3.36986745546986","0.943517620340543","2.70688084447181","2.32941422496778","1.89254887171097","2.73665394302284","2.45833398661186","3.24141212406445","3.1364863936286","2.86144087578586","4.01066146230238","3.44072677313092","2.68023131360411","3.60764421777225","4.7287220831284","4.54890063114073","5.35339351498472","5.27360487594268","5.10470106908321","4.65679810238781","4.93065530275149","5.49558697019947","4.97497512810602",
"Bulgaria","BGR","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,,,,,,,,,,,,,,,,,,,,,"4.55114398901455","2.03229415995119","3.17252117416487","3.15480729475945","2.68495331368122","4.23524137646369","5.89861250809192","10.8200906466391","-2.15169062791676","-7.46320775242525","-7.53406886919055","-6.27126375498491","-0.691213486970156","2.16435849247567","3.31934898791577","-8.55968359353061","-1.04492459641725","5.56344456868001","2.53740712245562","6.22333982687282","6.14738015446331","6.72007885143596","6.10562101100558","7.28135967113381","6.96721280636687","7.06549015329232","8.56713483213076","6.94806430004371","-4.8891885531261","1.06308862879139","2.45486839999516","1.38554853290916",
"Bahrain","BHR","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,,,,,,,,,,,,,,,,,,,,,"-8.91624357093328","-10.3885733252839","3.55977677564539","2.22502103729119","-7.52905960355324","-2.10020992329702","6.58426815282165","3.2632480907147","-2.95015829125845","1.32092920058578","8.23975705191913","4.01514919283615","10.1394394560184","-2.69466337503056","1.24569180127506","1.24243067429697","0.0380019854463285","1.37294998211989","0.495870101361362","0.994007685629455","0.0327719968114621","0.404372915645652","1.71307751490176","-0.635188329138771","0.565116300222627","-1.31323506679105","-0.20271037135555","-1.6707998293965","-3.43285633118177","-0.66274250723032","-1.15824660740861","1.43328767473368",
"Bahamas","BHS","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"5.30045402263575","5.00157298533249","5.10075743714063","5.24001971966808","5.41718224824017","4.3659264151471","5.11456665531207","4.30577116354027","5.25206642792642","-8.49426645237449","-1.01020200983729","-5.65535724445691","5.40719540295289","-18.3768960414971","-16.5103815678677","2.99156656462057","6.82196293662101","11.6903710365969","23.3678043228057","4.15871345319768","-11.2255786036839","4.3399109390585","1.33818073737993","11.773702458337","2.74317391107006","-0.0977391832811918","1.18120980633793","0.579098383648045","4.91451939459355","-3.3141248109315","-5.9300580215681","-5.63090641683111","-1.54513427011996","1.38563903705928","2.8021678075589","2.89060003268953","0.93539080429295","3.60366760579642","5.86033701626924","2.63925913923427","0.848844428044956","0.699317126461736","-3.3247009585335","-1.23740864446512","1.29400755013643","0.521031659758634","-0.459628068064845","-4.08796122094411","-5.83824114817534","-0.694502469338019","0.0406872306874675","0.291110085139934",
"Bosnia and Herzegovina","BIH","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.5487400395928","90.8778836424205","32.4731923992381","12.2717527655619","6.35222712982181","3.23391884547215","3.18926934465627","4.80759232846842","4.0480520070569","6.34721123681823","5.18659976679388","6.32801034900024","7.01728466176334","5.62378500886054","-2.71460788862684","0.896821598820523","1.47432479166203","-0.559982415608047",
"Belarus","BLR","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1.24845987835901","-9.79467501957747","-7.80755933196606","-11.5963919037841","-10.1099470276634","3.14401574803162","11.8734802807156","8.91675439467672","3.75033383158939","6.1172413793104","5.53753893963092","5.71610886258192","7.78616880069877","12.2171769224953","10.1997301381711","10.6737344254036","9.14736606574569","10.6185171078375","0.384786262115199","7.8929293993677","5.68932756254605","1.59652366863916",
"Belize","BLZ","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"1.97592589497863","1.99755269814794","2.04661358330141","2.04149187673941","1.91376013051152","1.68266980466667","1.78990666612083","4.25705558418443","2.28703695628307","2.30371382800089","1.78265173513475","8.17599909053257","3.60326163633715","11.819917927244","2.07306627814978","-1.42759035384574","5.06151814234445","6.38242185297379","5.73962323884312","12.895173424112","-1.05345336295449","-2.87121895647529","-4.82131366661248","-0.917495789814666","-1.73626804838337","1.71791066781522","8.21407909954883","6.3947016200584","10.3389352211291","8.1606202086637","8.29366357079044","10.008819223596","4.38799003465846","-1.78633827430191","-1.59978376402479","-1.15648594451356","0.649971654691697","0.699470149786421","5.6008435661514","9.85208104058397","2.18381498549587","2.37625616602988","6.54465948790805","2.00503950140887","0.365989631855967","2.04608825897026","-1.33973836891153","1.24932839176981","-2.19251667226","1.32944608632646","-0.144479965656956","2.7586302727895",
"Bermuda","BMU","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"2.14927472527475","2.00396995708094","-1.260754716981","8.38337423312927","2.25077844311335","12.3454545454551","11.0966735966733","0.178748758689039","1.52093674430441","4.37934158864391","4.19528388278422","2.56407397910823","2.23820502355132","1.63282738681927","4.55127153404395","8.52900407443202","5.50081628733319","1.07422933757356","1.76823912484146","6.22614189811763","1.67423554344556","-5.96695963915896","1.13164813797863","-0.396562988904691","-2.82158592250717","5.76696525042688","2.91245311068478","3.16809011974668","-0.399432873646816","-0.798461539607473","-3.03588264874793","0.66685302987544","2.45776624281801","-0.0956977270444099","3.65476267580551","1.94694809189748","3.96372382101593","3.13962719262275","2.80572343278325","8.34832337923008","6.07136960389332","-2.11673145936213","2.73627080480654","1.65507059338414","1.01808092554583","4.94027206966554","2.26737405753612","0.929051522178014","-5.8080031549402","-1.32438480325234","-2.50110330788415","-5.22384204344549",
"Bolivia","BOL","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"-0.157529820327923","3.24654719024899","4.06490531895591","2.4565784993006","3.24664102769212","4.08028279181787","4.46460959606326","-14.1973373335321","0.683651078483678","-2.85654391980368","2.53296106747452","5.33801072379343","3.15395120140296","0.435168492407925","4.72808700044341","2.12771709213901","2.50143974886829","-0.331181394878016","-2.19944083733691","-3.67044633375933","-2.06314569775699","-6.17857845762589","-6.27886778485151","-2.52567550781528","-3.96538037363433","-4.83737699689377","0.0880306813311904","0.52400454844603","1.37832253901686","2.19643833456703","2.80476263906095","-0.730214685745494","1.84654006570617","2.26887697902447","2.32584870861045","2.06755594387107","2.69730130027361","2.81679862410635","-1.65098766286948","0.421967260382146","-0.354729205602311","0.465788880907851","0.735697439079487","2.23642679236167","2.55619955287017","3.00565657094477","2.84556143840055","4.44692218098585","1.70935328557806","2.45362753396201","3.46412295224776","3.45453430408567",
"Brazil","BRA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"7.02276202429637","2.08681444998599","-2.10989373492643","0.490171337518476","0.168319181563945","1.33708105860381","2.16965575402912","8.59197401375124","7.00452058581502","6.10851674064436","8.61807519944786","9.40211071373527","11.3111278377175","6.49923524293941","2.75313033049778","7.22554461371597","2.16576630355509","0.827193491499401","4.28561097782219","6.58682331211411","-6.59561205766521","-1.71854476610901","-5.57936122694075","2.9732680426245","5.68051843361539","5.81308472538795","1.59422507531788","-1.95950244765915","1.43544094952634","-5.94330968025906","-0.159322044495681","-2.040695149502","3.05652429397149","3.73433616154939","2.83152364405188","0.595553934988516","1.8062611585447","-1.46785663538334","-1.22137842220445","2.8123110688858","-0.0953554709687126","1.26797436193304","-0.166152264568566","4.41707956737713","1.97477463631131","2.85476524092525","5.05533386312837","4.19935702420682","-1.21701922264626","6.58655799210739","1.83266206922819","-0.00111548839964826",
"Barbados","BRB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"7.35195521646048","8.63157758550395","-5.48734154563316","4.57586035584778","11.0483872671034","3.72037008872077","10.3881632748324","6.68225926770782","7.20943866140415","9.07983917152575","3.37206990962989","0.643165488085856","0.671688552752798","-5.22889695713499","3.49287748055664","-0.436342658104934","4.12375149680312","5.93666544125978","7.44820866867157","4.44163539151165","-3.56014714699975","-5.41970690789","-0.296914997219503","2.86604777033889","0.050484284224467","8.96163062074413","0.607191754634869","5.8386117119811","4.65473207464943","-5.13458104143844","-3.22513785303966","-5.26572001341275","0.698628008088107","3.6867907828652","1.21092091631296","1.5565502041697","6.10442004379779","3.81262412569852","2.26509355343616","1.92861259777686","-2.95190296037613","0.213939534888524","1.47608461955842","0.926094491972847","3.47862635934797","5.18553100006322","1.1726741816517","-0.147304086386512","-4.61105788038498","-0.243510482950526","0.255070195879227","-0.491068825114183",
"Brunei Darussalam","BRN","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,,,,,,,,,,,,,,,"-3.64150360881682","15.4978676095505","6.74148085298718","2.90857774897637","18.344419056441","-10.0178198768468","-22.274254058055","0.952831143476729","-2.2964234056131","-2.16460804253525","-4.20963453440471","-5.41757038807363","-0.830485008488083","-1.72452113165329","-3.84100923583333","-1.73793101199716","0.257189972636112","1.82964675204784","-2.46333184572663","0.375183486807245","1.77539231184723","0.324988288243304","-3.8216532586938","-2.8500759262816","0.738015090149347","0.586617418961239","0.528364154582505","1.68524995997971","0.796694891616696","-1.48684291617523","-1.52791123091883","2.4802641624037","-1.61592594009039","-3.6010444689843","-3.35520829330015","1.0188810304268","0.714124762059768","0.735822833772602",
"Bhutan","BTN","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,,,,,,,,,,,,,,,,,,,,,"10.8626289843828","0.913020524287475","8.70533842308208","1.88265668745495","1.3508827087693","8.2369647268316","24.3818412864373","1.71695231503148","4.95476467496458","9.58934884698397","-0.252782640487339","5.90784850442563","3.80345393433245","6.48355205106577","7.5963378161041","4.84663739775324","3.64465512779117","3.41549021606022","5.05859733535603","3.94852493299713","5.12319034313016","7.47754471629962","4.5328293870718","2.97123596778852","4.4010855062577","4.41704523712549","15.5309082807827","2.73463573141366","4.85213917998672","9.74644793322832","6.65127562302436","7.61331511211726",
"Botswana","BWA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"3.85572565216992","4.06394557644801","3.23175945519213","4.02295283277923","2.94178117694048","3.36182417656153","2.85435152284903","7.265003627908","11.5945097034475","13.4436593090603","21.8014523603573","22.2530998531728","17.2527460608114","5.02851984972983","4.53941866421492","6.51272522204248","7.72325463755456","9.92992002839696","7.89589118100625","7.86379083435411","5.18551600386745","8.29878009578289","9.34880569785589","4.97103426022272","3.64816275524362","4.71833979635605","8.38084916852222","15.7906460814326","9.67226932999674","3.65028990282612","4.39595606892256","0.0679179005646233","-0.807720951271136","0.974138683395424","4.42212983111389","3.37918050250727","5.65659235306445","-1.34935322816843","7.58340778275914","0.218485670545363","-1.32197842301287","4.56688856197817","3.27705230341977","1.47998947930101","3.38243497476429","6.81276894542656","7.59034582839517","2.90571608577754","-8.69076399486654","7.62219609358013","5.17523372391705","3.28404907067703",
"Sub-Saharan Africa (IFC classification)","CAA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central African Republic","CAF","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"3.18769860576795","-5.41012669517156","-2.5299053892098","0.13854735427519","-1.0308767693594","-1.39101670013663","2.5030198958369","-0.716136895284876","4.88701402523715","0.287101342664968","-0.824147758514442","-1.89063294587336","-0.0391690201765869","4.2621035255046","-1.65856092118047","3.16993223499962","1.49639402987933","-1.15568326701275","-4.88846950950087","-7.00271914940068","-4.31963435923547","4.54065634361558","-10.8365008790729","6.41745112387204","1.27052507775791","1.21542754308489","-6.89851745962335","-0.271661425374631","-0.0406647251639782","-4.2042450084987","-2.78076109759097","-8.60802059689865","-2.0520785210214","2.42586474345381","4.74353229353306","-6.13771619346574","3.01138615475034","2.50290842428764","1.52821939222554","-4.33317210145582","2.61103472570947","1.87811748930768","-6.93862423977906","4.25384153168078","-0.806504308346973","5.70016756215021","6.15366588082742","1.95060315737258","6.83579527008371","4.58420308781959","3.27989781109972","4.79422560147242",
"Canada","CAN","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,"1.11938696476584","5.14293939956734","3.24053891560001","4.70626113926281","4.72361189192019","4.61786458943145","1.08005791223495","3.61012910327506","3.83838011857607","1.15945396023169","2.57103514110133","3.77695058894827","5.16734323894642","1.84847403884392","-0.0850855809203921","3.81710223032566","2.24956577766761","2.91561232116189","2.77444191463638","0.849910561999749","2.22699673455182","-4.02306310155711","1.69288776367816","4.80169273018092","3.81071243363232","1.39673127685094","2.89458943425454","3.62789527775362","0.80531950704912","-1.29233103363417","-3.41518512262226","-0.355399878056133","1.22472497796025","3.80161159702257","1.96052745298243","0.53007228487678","3.13003454333449","3.20023957632378","4.662227549875","4.30817060529178","0.761440851731905","2.00529088944612","0.871140709868669","2.09183906217945","2.00837892320071","2.00694872637521","1.21362180567286","-0.39504872322577","-3.87655140539242","2.07155574732761","1.52056181035836","0.504673892992713",
"East Asia and the Pacific (IFC classification)","CEA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Europe and Central Asia (IFC classification)","CEU","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
